,gender,agecat,area,traffic_index,veh_value00,veh_ageIndex,credit_score,age,claim_ind,veh_body2,num_claims,claim_amount
33020,F,3,B,100,2.07,3,78,36,0,SEDAN,0,0.0
33021,F,4,C,90,2.79,2,85,53,0,HBACK,0,0.0
33022,F,5,A,138,4.29,2,49,64,0,SEDAN,0,0.0
33023,M,5,E,117,4.6,4,77,60,1,STNWG,3,6010.71
33024,M,4,A,98,1.12,4,97,52,0,MIBUS,0,0.0
33025,M,3,C,100,2.01,4,86,39,0,HBACK,0,0.0
33026,M,1,C,100,6.7,3,98,24,0,STNWG,0,0.0
33027,F,4,B,91,1.75,4,12,48,0,SEDAN,0,0.0
33028,M,3,B,56,5.9,2,50,40,0,STNWG,0,0.0
33029,F,4,B,75,1.22,4,82,48,0,HBACK,0,0.0
33030,F,4,D,125,3.38,3,79,51,0,SEDAN,0,0.0
33031,M,3,A,100,4.56,2,67,42,0,SEDAN,0,0.0
33032,F,3,A,100,3.38,3,66,37,0,SEDAN,0,0.0
33033,F,2,A,74,3.38,2,90,31,0,HBACK,0,0.0
33034,M,5,A,93,1.66,2,13,62,0,SEDAN,0,0.0
33035,F,2,C,66,1.22,4,95,35,0,SEDAN,0,0.0
33036,F,5,C,100,3.38,4,94,55,0,HDTOP,0,0.0
33037,F,2,C,100,3.1,1,97,35,0,HBACK,0,0.0
33038,F,4,D,114,3.38,2,56,48,0,TRUCK,0,0.0
33039,M,5,A,75,3.38,4,81,57,0,STNWG,0,0.0
33040,F,3,D,148,3.38,2,96,42,0,SEDAN,0,0.0
33041,F,2,C,144,6.6,3,94,31,0,STNWG,0,0.0
33042,M,3,C,63,6.0,2,58,38,0,STNWG,0,0.0
33043,M,5,A,106,0.93,4,92,60,0,SEDAN,0,0.0
33044,F,2,B,56,2.56,2,81,27,0,HBACK,0,0.0
33045,F,2,D,33,6.17,2,93,32,1,STNWG,1,1764.85
33046,M,1,A,90,3.38,1,73,23,0,UTE,0,0.0
33047,F,2,C,63,3.06,2,60,30,0,HBACK,0,0.0
33048,M,2,B,100,1.58,4,90,25,0,STNWG,0,0.0
33049,F,5,E,101,5.96,2,81,63,0,SEDAN,0,0.0
33050,F,2,B,100,1.74,3,74,30,0,SEDAN,0,0.0
33051,F,3,C,137,1.41,4,88,37,0,SEDAN,0,0.0
33052,F,3,E,101,2.76,2,73,41,0,HBACK,0,0.0
33053,F,3,A,114,8.05,1,84,37,0,STNWG,0,0.0
33054,F,3,B,100,12.32,2,77,38,0,STNWG,0,0.0
33055,M,5,C,103,4.46,1,92,63,0,SEDAN,0,0.0
33056,F,3,B,148,2.66,2,16,44,0,HBACK,0,0.0
33057,F,5,B,93,0.5,4,52,59,0,HBACK,0,0.0
33058,M,5,B,100,4.06,2,87,62,0,SEDAN,0,0.0
33059,M,1,C,73,6.42,1,96,19,0,STNWG,0,0.0
33060,F,1,B,48,2.92,2,89,22,0,HBACK,0,0.0
33061,M,4,C,62,6.09,1,32,52,0,SEDAN,0,0.0
33062,F,3,E,102,2.46,2,80,38,0,HBACK,0,0.0
33063,M,3,C,67,2.7,3,85,41,1,SEDAN,2,3851.03
33064,M,4,B,100,3.63,3,73,50,0,SEDAN,0,0.0
33065,F,4,A,100,1.58,4,58,53,0,SEDAN,0,0.0
33066,F,1,D,100,3.15,3,96,23,0,SEDAN,0,0.0
33067,F,4,A,56,3.09,1,91,55,1,HBACK,1,2006.93
33068,M,2,C,100,4.91,2,78,32,0,SEDAN,0,0.0
33069,M,1,B,134,1.75,3,97,18,0,HBACK,0,0.0
33070,F,1,D,108,1.62,3,83,20,0,HBACK,0,0.0
33071,M,4,A,71,4.14,3,99,48,0,SEDAN,0,0.0
33072,M,2,B,54,1.71,2,83,35,0,HBACK,0,0.0
33073,M,1,F,46,7.38,2,97,23,0,UTE,0,0.0
33074,F,3,C,101,1.64,3,42,36,0,HBACK,0,0.0
33075,M,5,C,122,14.65,1,95,56,0,STNWG,0,0.0
33076,F,2,E,78,3.38,2,15,26,0,HBACK,0,0.0
33077,F,4,C,130,2.61,2,79,53,0,HBACK,0,0.0
33078,F,3,C,100,4.72,2,76,36,1,SEDAN,1,1851.55
33079,F,2,A,115,3.69,3,39,25,0,SEDAN,0,0.0
33080,M,6,C,172,0.82,4,93,68,0,SEDAN,0,0.0
33081,M,4,C,124,6.17,3,74,48,0,MIBUS,0,0.0
33082,M,4,A,92,3.51,2,87,50,0,SEDAN,0,0.0
33083,M,6,E,100,2.7,2,92,105,0,SEDAN,0,0.0
33084,M,5,C,100,6.42,2,72,62,0,HBACK,0,0.0
33085,F,3,C,100,2.04,4,81,39,0,UTE,0,0.0
33086,M,6,B,67,1.54,4,41,101,0,SEDAN,0,0.0
33087,F,4,F,69,2.92,4,75,48,0,STNWG,0,0.0
33088,F,3,C,100,3.38,3,62,43,0,STNWG,0,0.0
33089,M,2,A,132,6.62,1,99,35,0,STNWG,0,0.0
33090,M,4,C,135,3.38,2,90,54,1,SEDAN,1,2026.8
33091,F,5,D,75,2.1,3,76,61,0,HBACK,0,0.0
33092,M,1,C,100,1.52,4,83,22,0,COUPE,0,0.0
33093,F,4,E,52,0.86,4,84,48,0,HBACK,0,0.0
33094,F,3,D,83,3.38,4,73,41,0,HBACK,0,0.0
33095,M,4,E,100,6.35,3,16,50,0,STNWG,0,0.0
33096,M,3,C,100,9.35,1,84,42,0,STNWG,0,0.0
33097,M,6,C,100,0.86,4,93,85,0,SEDAN,0,0.0
33098,M,6,A,100,0.87,4,66,89,0,HBACK,0,0.0
33099,F,2,C,50,2.4,3,87,25,0,SEDAN,0,0.0
33100,F,4,B,53,2.84,1,94,47,0,HBACK,0,0.0
33101,M,3,C,44,3.38,2,87,36,0,SEDAN,0,0.0
33102,M,4,C,110,3.38,4,82,54,1,STNWG,1,1907.82
33103,M,6,C,89,3.5,3,78,68,0,HDTOP,0,0.0
33104,F,5,C,100,3.38,2,71,58,0,STNWG,0,0.0
33105,M,1,B,100,0.82,4,86,19,0,SEDAN,0,0.0
33106,F,2,A,89,3.69,4,76,25,0,HBACK,0,0.0
33107,F,6,A,114,4.26,1,81,79,0,SEDAN,0,0.0
33108,F,5,A,100,4.79,1,88,56,1,SEDAN,1,2404.0
33109,F,3,B,94,2.75,3,99,38,0,HBACK,0,0.0
33110,F,3,B,65,3.38,2,73,43,0,STNWG,0,0.0
33111,F,6,F,156,4.28,1,98,83,1,HBACK,1,1747.32
33112,F,2,C,128,2.01,3,80,32,0,SEDAN,0,0.0
33113,M,4,D,157,1.83,4,19,54,0,STNWG,0,0.0
33114,M,4,F,100,3.04,4,75,48,0,STNWG,0,0.0
33115,M,6,E,105,0.4,2,94,104,0,HBACK,0,0.0
33116,M,2,E,100,3.38,2,71,29,0,STNWG,0,0.0
33117,F,4,B,55,10.65,1,93,52,1,STNWG,1,2052.46
33118,F,1,B,106,2.96,2,24,20,0,HBACK,0,0.0
33119,M,1,E,121,3.38,2,95,24,0,SEDAN,0,0.0
33120,M,5,C,164,8.7,3,44,65,0,STNWG,0,0.0
33121,F,2,B,85,1.94,3,29,34,0,HBACK,0,0.0
33122,F,1,D,100,1.78,3,75,24,1,TRUCK,1,1757.72
33123,F,1,C,100,1.84,3,90,19,1,HBACK,1,1581.5
33124,M,4,B,83,2.01,3,86,48,0,HBACK,0,0.0
33125,F,1,C,91,2.91,3,87,16,0,SEDAN,0,0.0
33126,M,4,C,38,1.98,3,81,49,0,HBACK,0,0.0
33127,M,5,B,148,2.4,2,90,63,0,SEDAN,0,0.0
33128,F,3,B,50,1.68,4,82,41,0,SEDAN,0,0.0
33129,F,4,A,100,7.02,1,37,51,0,STNWG,0,0.0
33130,F,5,D,56,3.38,1,57,58,0,STNWG,0,0.0
33131,F,4,A,123,5.19,1,72,50,0,HBACK,0,0.0
33132,F,2,B,132,3.15,2,91,32,0,SEDAN,0,0.0
33133,M,4,C,77,3.38,2,81,54,0,HBACK,0,0.0
33134,M,4,D,130,9.13,2,77,48,0,STNWG,0,0.0
33135,F,4,C,113,3.38,2,79,53,0,HDTOP,0,0.0
33136,F,2,B,113,1.74,4,89,27,0,SEDAN,0,0.0
33137,F,4,C,94,2.62,2,52,46,0,HBACK,0,0.0
33138,M,2,A,69,5.01,2,76,28,0,HBACK,0,0.0
33139,M,3,C,94,0.94,4,87,42,0,HBACK,0,0.0
33140,M,3,A,116,5.52,1,68,36,0,SEDAN,0,0.0
33141,F,5,A,44,3.38,2,82,60,0,STNWG,0,0.0
33142,M,4,B,90,1.03,4,44,49,0,UTE,0,0.0
33143,M,2,C,100,4.02,2,95,26,0,SEDAN,0,0.0
33144,F,5,C,100,4.05,1,88,63,0,SEDAN,0,0.0
33145,M,5,C,113,2.79,2,82,60,0,HBACK,0,0.0
33146,F,6,D,103,3.03,1,83,84,0,HBACK,0,0.0
33147,M,2,A,134,6.57,1,87,32,0,STNWG,0,0.0
33148,F,1,C,60,3.93,2,51,16,0,HBACK,0,0.0
33149,F,3,B,103,2.25,3,78,45,0,HBACK,0,0.0
33150,M,3,A,100,12.67,1,85,41,0,STNWG,0,0.0
33151,M,3,A,131,3.38,2,74,38,0,STNWG,0,0.0
33152,M,2,E,42,9.81,2,79,25,0,STNWG,0,0.0
33153,F,4,C,92,3.38,2,95,48,0,SEDAN,0,0.0
33154,F,4,A,94,1.14,4,80,50,0,SEDAN,0,0.0
33155,F,4,A,100,7.26,2,86,54,0,STNWG,0,0.0
33156,M,5,C,100,1.54,4,94,60,0,PANVN,0,0.0
33157,M,3,C,104,1.58,4,83,40,0,HBACK,0,0.0
33158,M,5,C,74,1.59,3,69,58,0,HBACK,0,0.0
33159,F,1,A,61,1.71,3,78,25,0,HBACK,0,0.0
33160,M,3,A,111,1.29,4,70,38,0,COUPE,0,0.0
33161,F,6,D,165,14.25,2,62,108,0,SEDAN,0,0.0
33162,M,2,A,110,11.77,1,93,33,0,STNWG,0,0.0
33163,F,2,C,165,1.71,3,92,33,0,HBACK,0,0.0
33164,M,4,C,65,0.99,4,30,48,1,SEDAN,1,2128.53
33165,M,2,A,119,0.9,4,94,29,0,SEDAN,0,0.0
33166,M,4,C,99,4.28,3,75,46,0,UTE,0,0.0
33167,F,4,E,116,4.02,2,86,48,0,HBACK,0,0.0
33168,M,6,C,90,0.93,4,76,88,0,HBACK,0,0.0
33169,F,5,A,113,2.91,3,77,59,0,COUPE,0,0.0
33170,F,3,E,53,5.67,1,84,36,0,SEDAN,0,0.0
33171,M,2,C,83,4.02,2,81,31,1,SEDAN,1,1715.25
33172,M,4,A,130,3.38,4,81,53,0,STNWG,0,0.0
33173,F,4,C,73,2.19,3,18,49,0,HBACK,0,0.0
33174,F,4,C,140,7.74,3,49,50,0,SEDAN,0,0.0
33175,F,4,B,39,4.95,1,94,54,0,SEDAN,0,0.0
33176,F,3,E,100,4.19,4,77,42,0,STNWG,0,0.0
33177,F,3,E,100,3.38,2,82,44,0,UTE,0,0.0
33178,F,4,D,100,3.1,2,89,53,0,SEDAN,0,0.0
33179,F,1,A,85,1.74,4,63,24,0,SEDAN,0,0.0
33180,F,2,C,100,3.38,4,70,26,0,TRUCK,0,0.0
33181,F,2,C,102,1.22,2,93,31,0,HBACK,0,0.0
33182,F,5,A,29,3.38,2,91,56,0,COUPE,0,0.0
33183,M,4,C,178,4.59,1,81,46,0,SEDAN,0,0.0
33184,F,2,B,102,4.14,2,73,29,0,SEDAN,0,0.0
33185,F,4,E,109,3.38,2,26,55,0,SEDAN,0,0.0
33186,F,4,A,96,6.07,2,98,53,0,STNWG,0,0.0
33187,M,4,D,98,3.66,1,66,50,0,SEDAN,0,0.0
33188,F,5,E,156,5.52,1,17,59,0,SEDAN,0,0.0
33189,M,4,B,39,0.63,4,99,54,0,HBACK,0,0.0
33190,F,6,C,79,4.5,2,82,71,0,HBACK,0,0.0
33191,M,5,A,63,8.28,1,46,59,0,STNWG,0,0.0
33192,F,5,C,100,2.76,3,93,57,0,SEDAN,0,0.0
33193,M,3,C,51,5.67,3,69,42,0,TRUCK,0,0.0
33194,M,4,B,100,1.95,2,62,50,0,UTE,0,0.0
33195,M,5,B,59,3.56,2,70,56,0,HBACK,0,0.0
33196,M,4,A,163,4.35,1,95,46,0,SEDAN,0,0.0
33197,F,2,A,57,1.83,3,91,27,0,SEDAN,0,0.0
33198,F,4,D,144,2.47,3,31,54,0,SEDAN,0,0.0
33199,M,2,D,100,3.38,2,54,29,0,UTE,0,0.0
33200,F,2,F,100,4.95,1,80,33,0,SEDAN,0,0.0
33201,M,4,C,122,5.73,3,81,47,0,STNWG,0,0.0
33202,M,6,A,112,4.02,2,94,101,0,SEDAN,0,0.0
33203,F,3,A,103,9.46,1,80,35,0,STNWG,0,0.0
33204,M,4,C,142,16.62,2,88,52,0,STNWG,0,0.0
33205,F,3,C,100,3.7,2,57,41,0,STNWG,0,0.0
33206,M,5,C,144,2.03,2,91,60,0,SEDAN,0,0.0
33207,F,5,C,51,1.86,4,81,64,0,COUPE,0,0.0
33208,F,3,D,152,3.34,2,88,41,1,HBACK,1,1897.15
33209,M,4,A,118,1.8,4,81,51,0,SEDAN,0,0.0
33210,M,3,D,114,4.28,1,100,43,0,UTE,0,0.0
33211,F,1,A,147,2.67,2,85,16,0,HBACK,0,0.0
33212,F,2,A,100,7.54,2,81,32,0,STNWG,0,0.0
33213,M,3,B,149,4.14,2,76,39,0,HBACK,0,0.0
33214,F,2,E,65,5.88,4,93,31,0,STNWG,0,0.0
33215,F,4,A,87,3.96,2,66,45,0,HBACK,0,0.0
33216,M,4,D,108,3.38,2,69,46,0,UTE,0,0.0
33217,F,2,A,120,3.69,2,87,27,0,HBACK,0,0.0
33218,F,4,E,100,4.88,1,65,52,0,SEDAN,0,0.0
33219,F,4,B,82,3.38,2,88,51,0,STNWG,0,0.0
33220,M,4,D,108,3.17,4,91,48,0,UTE,0,0.0
33221,F,4,A,78,3.04,1,75,54,0,HBACK,0,0.0
33222,M,3,C,100,5.34,3,76,37,0,SEDAN,0,0.0
33223,M,4,A,144,6.84,1,25,53,0,SEDAN,0,0.0
33224,M,5,B,100,1.64,2,86,58,1,HBACK,1,1729.45
33225,F,4,F,140,3.38,3,68,45,0,STNWG,0,0.0
33226,F,2,B,70,1.75,4,95,28,0,SEDAN,0,0.0
33227,F,4,E,74,3.63,4,19,49,0,STNWG,0,0.0
33228,M,5,A,58,3.17,1,96,62,0,HBACK,0,0.0
33229,F,4,C,100,2.88,2,88,52,0,HBACK,0,0.0
33230,F,3,D,100,4.46,2,48,38,0,SEDAN,0,0.0
33231,M,4,C,63,3.38,2,94,49,0,STNWG,0,0.0
33232,F,3,C,6,3.87,2,81,43,0,SEDAN,0,0.0
33233,F,5,A,100,3.0,3,90,64,0,SEDAN,0,0.0
33234,F,1,E,100,4.41,2,14,16,0,HBACK,0,0.0
33235,M,3,A,39,7.65,3,79,37,0,STNWG,0,0.0
33236,F,3,B,83,2.56,4,80,44,1,HDTOP,1,2059.47
33237,M,4,A,127,2.54,3,63,48,1,STNWG,1,2254.47
33238,F,4,B,146,1.52,4,68,48,0,SEDAN,0,0.0
33239,M,2,B,73,1.62,3,81,29,0,HBACK,0,0.0
33240,M,6,B,44,3.38,2,84,110,0,STNWG,0,0.0
33241,M,2,D,117,5.96,2,14,34,0,UTE,0,0.0
33242,F,5,B,100,2.76,1,88,64,0,HBACK,0,0.0
33243,F,4,D,105,1.71,4,86,54,0,STNWG,0,0.0
33244,M,4,B,103,3.56,2,72,49,0,SEDAN,0,0.0
33245,M,6,C,114,1.03,4,64,84,0,HBACK,0,0.0
33246,M,3,F,127,10.12,1,92,38,0,STNWG,0,0.0
33247,M,2,A,100,5.25,2,94,35,0,UTE,0,0.0
33248,F,4,A,105,3.51,1,75,52,0,HBACK,0,0.0
33249,M,4,D,94,3.38,2,98,46,0,UTE,0,0.0
33250,M,6,A,100,2.82,2,81,108,0,HBACK,0,0.0
33251,F,3,A,77,3.38,2,35,43,0,STNWG,0,0.0
33252,M,5,A,97,2.37,2,76,61,0,SEDAN,0,0.0
33253,M,6,A,93,2.11,3,100,73,0,SEDAN,0,0.0
33254,M,3,E,122,5.58,3,89,41,0,STNWG,0,0.0
33255,F,3,C,100,3.38,2,81,43,0,STNWG,0,0.0
33256,F,6,B,87,3.75,1,85,83,0,HBACK,0,0.0
33257,M,5,A,59,1.54,4,85,60,0,STNWG,0,0.0
33258,F,5,A,30,6.39,3,63,64,0,STNWG,0,0.0
33259,F,5,C,162,2.62,4,93,60,0,SEDAN,0,0.0
33260,F,4,C,83,4.91,2,100,48,0,SEDAN,0,0.0
33261,M,2,B,56,3.38,2,86,32,0,STNWG,0,0.0
33262,F,3,C,27,3.31,2,89,39,0,SEDAN,0,0.0
33263,M,1,D,62,3.38,2,71,19,0,PANVN,0,0.0
33264,F,5,C,124,3.06,1,64,61,0,HBACK,0,0.0
33265,F,3,C,100,0.87,4,66,44,0,SEDAN,0,0.0
33266,M,5,C,50,2.47,4,72,57,0,MIBUS,0,0.0
33267,M,3,C,100,4.5,2,81,41,0,PANVN,0,0.0
33268,F,4,A,136,5.8,1,92,55,0,HDTOP,0,0.0
33269,F,3,B,82,3.38,2,67,45,0,SEDAN,0,0.0
33270,F,1,A,95,3.09,4,85,23,0,HBACK,0,0.0
33271,M,2,A,74,1.98,4,46,34,0,SEDAN,0,0.0
33272,M,3,C,142,3.38,3,74,37,0,STNWG,0,0.0
33273,F,2,C,58,2.66,3,71,29,0,UTE,0,0.0
33274,M,4,A,103,4.19,3,68,53,0,UTE,0,0.0
33275,M,3,C,128,4.46,3,73,42,0,HDTOP,0,0.0
33276,F,4,B,79,3.09,2,18,50,0,HBACK,0,0.0
33277,M,3,C,100,3.46,3,58,42,0,HBACK,0,0.0
33278,F,4,E,106,2.04,3,89,47,0,SEDAN,0,0.0
33279,F,3,B,65,2.28,3,84,35,0,SEDAN,0,0.0
33280,M,5,B,107,1.86,4,98,58,0,SEDAN,0,0.0
33281,M,4,B,130,3.38,2,83,51,0,HBACK,0,0.0
33282,F,4,C,100,3.38,2,57,47,0,HBACK,0,0.0
33283,F,2,E,114,3.38,1,70,28,0,STNWG,0,0.0
33284,F,5,A,100,4.29,2,80,61,0,SEDAN,0,0.0
33285,F,3,B,100,3.92,2,81,40,0,HBACK,0,0.0
33286,F,6,E,115,1.64,4,81,77,0,SEDAN,0,0.0
33287,M,3,C,100,13.82,2,92,43,1,SEDAN,1,2116.99
33288,F,5,A,100,4.63,2,59,56,0,STNWG,0,0.0
33289,M,4,A,73,8.5,1,93,54,0,STNWG,0,0.0
33290,M,4,B,100,2.39,3,91,54,0,SEDAN,0,0.0
33291,F,2,F,140,7.88,2,47,27,0,UTE,0,0.0
33292,M,2,C,100,1.3,2,85,30,0,HBACK,0,0.0
33293,F,6,A,73,4.17,2,82,90,0,HBACK,0,0.0
33294,F,4,C,94,3.38,2,68,45,0,HBACK,0,0.0
33295,F,2,F,58,10.57,1,94,29,0,STNWG,0,0.0
33296,F,3,A,57,3.1,2,84,44,0,HBACK,0,0.0
33297,F,6,B,55,1.84,4,98,72,0,SEDAN,0,0.0
33298,F,5,B,36,2.62,2,32,64,0,HBACK,0,0.0
33299,M,3,C,58,1.98,3,63,39,0,HBACK,0,0.0
33300,M,5,C,100,6.07,1,84,55,0,STNWG,0,0.0
33301,F,5,B,93,2.7,3,75,62,0,SEDAN,0,0.0
33302,M,2,A,100,3.38,2,87,27,1,UTE,1,1851.06
33303,M,6,C,123,1.32,2,91,76,1,UTE,1,1886.43
33304,F,2,C,100,2.66,1,81,28,0,HBACK,0,0.0
33305,M,5,B,100,5.88,2,97,64,0,STNWG,0,0.0
33306,F,4,C,63,1.29,4,66,50,0,HBACK,0,0.0
33307,F,3,A,84,4.95,1,91,36,0,SEDAN,0,0.0
33308,F,6,A,178,3.24,2,40,108,1,SEDAN,1,1916.94
33309,F,3,C,136,3.0,1,65,40,0,HBACK,0,0.0
33310,F,2,C,100,3.38,2,88,33,0,SEDAN,0,0.0
33311,F,1,C,40,3.15,1,92,15,0,HBACK,0,0.0
33312,M,4,A,62,7.38,1,75,50,0,STNWG,0,0.0
33313,F,2,D,100,2.34,3,87,28,0,SEDAN,0,0.0
33314,F,2,B,81,2.29,3,69,33,0,SEDAN,0,0.0
33315,F,2,B,169,3.19,2,85,33,0,HBACK,0,0.0
33316,F,4,A,143,9.96,1,51,51,0,STNWG,0,0.0
33317,F,2,A,156,2.92,2,54,27,1,HBACK,1,2250.93
33318,F,4,B,100,3.24,2,78,50,0,STNWG,0,0.0
33319,F,5,A,43,0.94,4,83,64,0,HBACK,0,0.0
33320,M,2,A,94,3.38,3,86,28,0,UTE,0,0.0
33321,M,3,A,130,4.17,2,81,38,0,HBACK,0,0.0
33322,F,2,E,100,0.68,4,76,34,0,HBACK,0,0.0
33323,F,2,B,124,4.29,4,81,34,1,STNWG,1,1927.34
33324,M,4,C,87,3.38,2,93,46,1,STNWG,1,2018.17
33325,F,4,A,67,0.86,4,69,46,0,HBACK,0,0.0
33326,F,5,B,100,1.59,4,91,61,0,HBACK,0,0.0
33327,M,4,F,93,7.15,2,83,52,0,UTE,0,0.0
33328,F,4,C,112,1.94,3,75,46,0,HBACK,0,0.0
33329,M,3,C,100,7.02,1,90,42,0,COUPE,0,0.0
33330,M,3,D,122,3.38,3,99,38,0,TRUCK,0,0.0
33331,M,3,C,80,0.69,4,47,36,0,SEDAN,0,0.0
33332,M,5,D,77,4.17,3,88,61,0,SEDAN,0,0.0
33333,M,3,F,131,4.28,1,38,43,0,UTE,0,0.0
33334,F,3,E,100,7.12,2,71,37,0,MIBUS,0,0.0
33335,M,2,C,89,2.28,3,49,29,1,HBACK,1,2179.97
33336,M,3,C,107,2.67,2,61,42,0,STNWG,0,0.0
33337,F,2,D,100,1.71,4,53,28,0,SEDAN,0,0.0
33338,F,5,C,100,4.0,3,85,63,0,SEDAN,0,0.0
33339,M,4,C,100,6.55,2,91,51,0,TRUCK,0,0.0
33340,M,2,C,132,4.65,2,86,28,0,HBACK,0,0.0
33341,M,6,C,67,1.38,4,83,99,0,SEDAN,0,0.0
33342,F,1,B,91,1.32,4,81,18,0,SEDAN,0,0.0
33343,M,2,E,132,3.29,4,90,31,1,UTE,1,2069.36
33344,F,2,D,56,4.41,4,66,31,0,STNWG,0,0.0
33345,M,4,A,153,2.07,3,88,50,0,HBACK,0,0.0
33346,F,3,B,100,3.12,3,93,38,0,SEDAN,0,0.0
33347,F,2,B,174,6.98,1,82,32,0,HBACK,0,0.0
33348,F,3,E,72,3.5,4,81,35,0,STNWG,0,0.0
33349,F,2,D,120,11.21,2,98,34,1,STNWG,1,2106.35
33350,F,4,C,100,2.25,3,83,53,0,HBACK,0,0.0
33351,F,3,E,123,4.12,2,99,39,1,HBACK,1,1959.65
33352,F,3,F,86,3.75,2,96,42,1,STNWG,1,1911.11
33353,M,4,D,37,5.4,2,81,47,0,TRUCK,0,0.0
33354,F,4,D,80,2.92,3,14,53,0,SEDAN,0,0.0
33355,M,5,C,42,5.07,1,52,59,0,SEDAN,0,0.0
33356,M,5,A,57,3.15,1,75,62,0,HBACK,0,0.0
33357,F,4,C,102,1.94,2,92,55,1,HBACK,1,2095.29
33358,M,2,B,80,1.9,3,80,30,0,HBACK,0,0.0
33359,F,3,F,100,7.15,2,92,42,0,STNWG,0,0.0
33360,F,3,B,53,5.37,2,64,44,0,HBACK,0,0.0
33361,F,4,C,100,1.58,4,87,54,0,SEDAN,0,0.0
33362,M,1,A,71,2.54,3,97,17,0,HBACK,0,0.0
33363,F,2,B,73,5.18,3,85,29,0,STNWG,0,0.0
33364,F,4,B,93,3.81,2,87,52,0,HBACK,0,0.0
33365,F,2,C,100,3.38,2,92,32,0,HBACK,0,0.0
33366,M,1,C,101,1.78,4,61,19,0,MIBUS,0,0.0
33367,F,4,C,100,0.9,4,93,48,0,SEDAN,0,0.0
33368,F,4,A,100,6.35,1,85,50,1,STNWG,1,2225.99
33369,M,5,A,99,3.44,2,72,58,0,SEDAN,0,0.0
33370,F,4,E,138,3.31,4,94,54,0,HDTOP,0,0.0
33371,F,6,A,81,1.47,4,89,87,0,HBACK,0,0.0
33372,F,6,A,100,3.09,4,85,85,0,SEDAN,0,0.0
33373,M,2,B,138,3.38,2,84,26,0,STNWG,0,0.0
33374,M,5,E,168,1.54,4,61,65,0,SEDAN,0,0.0
33375,M,1,A,168,11.77,1,81,19,0,STNWG,0,0.0
33376,M,3,A,101,3.38,2,48,44,0,SEDAN,0,0.0
33377,F,5,C,136,4.0,2,24,61,0,SEDAN,0,0.0
33378,F,4,C,137,4.26,2,24,52,0,SEDAN,0,0.0
33379,F,5,D,155,4.12,1,73,64,0,SEDAN,0,0.0
33380,F,3,A,153,2.1,3,77,40,0,HBACK,0,0.0
33381,M,6,B,69,3.92,2,91,94,0,HBACK,0,0.0
33382,F,1,C,147,1.9,3,88,21,0,HBACK,0,0.0
33383,F,3,A,83,3.38,2,50,36,0,HDTOP,0,0.0
33384,F,2,C,100,2.66,4,81,30,0,STNWG,0,0.0
33385,F,3,C,90,3.15,2,92,38,0,HBACK,0,0.0
33386,F,1,E,79,3.38,1,88,19,0,TRUCK,0,0.0
33387,F,1,D,152,3.38,3,20,17,0,SEDAN,0,0.0
33388,M,4,C,78,4.06,3,18,51,0,SEDAN,0,0.0
33389,M,3,C,37,2.04,3,68,37,0,TRUCK,0,0.0
33390,F,4,C,139,3.34,2,58,48,0,HBACK,0,0.0
33391,F,3,D,100,3.04,3,91,44,0,SEDAN,0,0.0
33392,F,4,A,100,2.76,2,93,55,0,HBACK,0,0.0
33393,M,5,A,100,6.29,3,93,61,0,HDTOP,0,0.0
33394,F,3,C,100,3.25,3,83,44,0,HBACK,0,0.0
33395,M,2,B,58,5.12,2,96,32,0,SEDAN,0,0.0
33396,F,3,B,100,3.5,3,95,40,0,SEDAN,0,0.0
33397,M,6,D,100,3.41,2,74,66,0,HBACK,0,0.0
33398,M,4,D,55,6.98,3,89,53,0,STNWG,0,0.0
33399,M,3,C,50,4.06,1,88,43,0,HBACK,0,0.0
33400,F,6,A,128,6.52,2,81,83,0,STNWG,0,0.0
33401,F,3,D,142,9.0,3,90,43,0,STNWG,0,0.0
33402,M,6,A,89,3.82,4,93,66,0,UTE,0,0.0
33403,F,2,C,103,3.56,3,91,27,0,HBACK,0,0.0
33404,F,2,A,100,2.67,2,15,29,0,SEDAN,0,0.0
33405,F,3,C,103,3.09,2,78,42,0,HBACK,0,0.0
33406,F,4,C,133,2.46,3,80,52,0,HBACK,0,0.0
33407,F,5,B,68,3.38,1,71,60,0,SEDAN,0,0.0
33408,F,5,C,160,0.99,4,95,64,0,STNWG,0,0.0
33409,F,3,B,154,3.31,3,16,39,0,SEDAN,0,0.0
33410,F,5,C,108,4.21,2,90,64,0,SEDAN,0,0.0
33411,F,4,B,55,1.59,4,85,52,0,SEDAN,0,0.0
33412,F,1,C,152,1.94,3,80,21,0,HBACK,0,0.0
33413,F,3,C,100,4.86,1,57,42,0,STNWG,0,0.0
33414,M,3,E,66,2.84,4,83,42,0,HDTOP,0,0.0
33415,F,3,A,112,2.37,4,97,44,0,STNWG,0,0.0
33416,M,6,E,98,2.03,4,56,66,0,SEDAN,0,0.0
33417,F,4,C,100,3.69,3,20,48,0,STNWG,0,0.0
33418,F,2,D,116,5.4,4,92,33,0,STNWG,0,0.0
33419,M,3,A,24,4.6,2,98,35,0,SEDAN,0,0.0
33420,M,3,A,103,1.02,4,88,37,1,SEDAN,1,2083.57
33421,M,6,B,100,3.38,2,81,90,0,SEDAN,0,0.0
33422,F,2,C,180,3.33,1,14,28,0,HBACK,0,0.0
33423,F,4,A,72,4.86,2,76,51,0,STNWG,0,0.0
33424,F,1,E,100,1.9,3,48,18,0,HBACK,0,0.0
